Department,Term,TermStart,AcademicYear,SectionName,SubjectCode,CourseNum,SectionCode,CourseLevelCode,MinimumCredits,FacultyLoad,Used,Day10Used,LocalMax,GlobalMax,RoomCapacity,BuildingAndRoom,MeetingDays,MeetingTime,SectionStartDate,SectionEndDate,Building,RoomNumber,MeetingStart,MeetingStartInternal,MeetingEnd,MeetingEndInternal,Monday,Tuesday,Wednesday,Thursday,Friday,ShortTitle,Faculty,SectionStatus,InstructionalMethod
Mathematics and Statistics,17/SP,1/30/2017,2016,MATH-100-A,MATH,100,A,100,3.00,3.00,29,31,30,32,44,NH 276,MWF,1:30PM - 2:20PM,1/30/2017,5/18/2017,NH,276,1:30PM,13:30:00,2:20PM,14:20:00,M,,W,,F,Math in the Contemporary World,John Ferdinands,Active,LEC
Mathematics and Statistics,21/SP,2/1/2021,2020,MATH-100-A,MATH,100,A,100,3.00,3.00,0,,26,32,32,NH 259,MWF,1:30PM - 2:20PM,2/1/2021,5/20/2021,NH,259,1:30PM,13:30:00,2:20PM,14:20:00,M,,W,,F,Math in the Contemporary World,James Turner,Active,LEC
Mathematics and Statistics,20/FA,9/1/2020,2020,MATH-100-A,MATH,100,A,100,3.00,3.00,0,,26,32,32,NH 251,MWF,10:30AM - 11:20AM,9/1/2020,12/17/2020,NH,251,10:30AM,10:30:00,11:20AM,11:20:00,M,,W,,F,Math in the Contemporary World,Nathan Sunukjian,Active,LEC
Mathematics and Statistics,16/IN,1/6/2016,2015,MATH-100-A,MATH,100,A,100,3.00,3.00,27,,24,24,44,NH 276,MTWTHF,8:30AM - 12:00PM,1/6/2016,1/26/2016,NH,276,8:30AM,08:30:00,12:00PM,12:00:00,M,T,W,TH,F,Math in the Contemporary World,John Ferdinands,Active,LEC
Mathematics and Statistics,20/SP,2/3/2020,2019,MATH-100-A,MATH,100,A,100,3.00,3.00,32,32,32,32,32,NH 251,MWF,12:30PM - 1:20PM,2/3/2020,5/21/2020,NH,251,12:30PM,12:30:00,1:20PM,13:20:00,M,,W,,F,Math in the Contemporary World,James Turner,Active,LEC
Mathematics and Statistics,16/SP,2/1/2016,2015,MATH-100-A,MATH,100,A,100,3.00,3.00,29,32,32,32,32,NH 259,MWF,1:30PM - 2:20PM,2/1/2016,5/19/2016,NH,259,1:30PM,13:30:00,2:20PM,14:20:00,M,,W,,F,Math in the Contemporary World,Gary Talsma,Active,LEC
Mathematics and Statistics,16/FA,9/6/2016,2016,MATH-100-A,MATH,100,A,100,3.00,3.00,26,31,26,32,32,NH 251,TTH,8:35AM - 9:50AM,9/6/2016,12/20/2016,NH,251,8:35AM,08:35:00,9:50AM,09:50:00,,T,,TH,,Math in the Contemporary World,Janice Koop,Active,LEC
Mathematics and Statistics,19/SP,1/28/2019,2018,MATH-100-A,MATH,100,A,100,3.00,3.00,29,31,32,32,32,NH 259,MWF,2:30PM - 3:20PM,1/28/2019,5/16/2019,NH,259,2:30PM,14:30:00,3:20PM,15:20:00,M,,W,,F,Math in the Contemporary World,James Turner,Active,LEC
Mathematics and Statistics,15/FA,9/8/2015,2015,MATH-100-A,MATH,100,A,100,3.00,3.00,32,32,28,32,32,NH 251,MWF,10:30AM - 11:20AM,9/8/2015,12/18/2015,NH,251,10:30AM,10:30:00,11:20AM,11:20:00,M,,W,,F,Math in the Contemporary World,Benjamin Dekker,Active,LEC
Mathematics and Statistics,18/FA,9/4/2018,2018,MATH-100-A,MATH,100,A,100,3.00,3.00,31,31,30,32,32,NH 251,MWF,12:30PM - 1:20PM,9/4/2018,12/18/2018,NH,251,12:30PM,12:30:00,1:20PM,13:20:00,M,,W,,F,Math in the Contemporary World,James Turner,Active,LEC
Mathematics and Statistics,17/FA,9/5/2017,2017,MATH-100-A,MATH,100,A,100,3.00,3.00,32,32,25,32,32,NH 251,MWF,10:30AM - 11:20AM,9/5/2017,12/19/2017,NH,251,10:30AM,10:30:00,11:20AM,11:20:00,M,,W,,F,Math in the Contemporary World,Nathan Sunukjian,Active,LEC
Mathematics and Statistics,18/SP,1/29/2018,2017,MATH-100-A,MATH,100,A,100,3.00,3.00,30,32,26,32,32,NH 259,MWF,1:30PM - 2:20PM,1/29/2018,5/17/2018,NH,259,1:30PM,13:30:00,2:20PM,14:20:00,M,,W,,F,Math in the Contemporary World,James Turner,Active,LEC
Mathematics and Statistics,17/IN,1/4/2017,2016,MATH-100-A,MATH,100,A,100,3.00,3.00,30,,26,32,46,NH 064,MTWTHF,8:30AM - 12:00PM,1/4/2017,1/24/2017,NH,064,8:30AM,08:30:00,12:00PM,12:00:00,M,T,W,TH,F,Math in the Contemporary World,Benjamin Dekker,Active,LEC
Mathematics and Statistics,19/FA,9/3/2019,2019,MATH-100-CPI,MATH,100,CPI,100,3.00,3.00,37,38,,32,100,OFF CAMP,,,9/3/2019,12/17/2019,OFF,CAMP,,,,,,,,,,Math in the Contemporary World,Thomas Jager,Active,CPI
Mathematics and Statistics,21/SP,2/1/2021,2020,MATH-132-A,MATH,132,A,100,4.00,4.00,0,,30,35,32,NH 251,MTWF,12:30PM - 1:20PM,2/1/2021,5/20/2021,NH,251,12:30PM,12:30:00,1:20PM,13:20:00,M,T,W,,F,"Calc for Mgt, Life, & Soc Sci",Michael Bolt,Active,LEC
Mathematics and Statistics,17/SP,1/30/2017,2016,MATH-132-A,MATH,132,A,100,4.00,4.00,32,32,30,32,32,NH 251,MTWF,10:30AM - 11:20AM,1/30/2017,5/18/2017,NH,251,10:30AM,10:30:00,11:20AM,11:20:00,M,T,W,,F,"Calc for Mgt, Life, & Soc Sci",John Ferdinands,Active,LEC
Mathematics and Statistics,20/SP,2/3/2020,2019,MATH-132-A,MATH,132,A,100,4.00,4.00,32,32,32,35,32,NH 259,MWTHF,1:30PM - 2:20PM,2/3/2020,5/21/2020,NH,259,1:30PM,13:30:00,2:20PM,14:20:00,M,,W,TH,F,"Calc for Mgt, Life, & Soc Sci",Michael Bolt,Active,LEC
Mathematics and Statistics,16/SP,2/1/2016,2015,MATH-132-A,MATH,132,A,100,4.00,4.00,32,33,32,32,46,NH 064,MTWF,10:30AM - 11:20AM,2/1/2016,5/19/2016,NH,064,10:30AM,10:30:00,11:20AM,11:20:00,M,T,W,,F,"Calc for Mgt, Life, & Soc Sci",John Ferdinands,Active,LEC
Mathematics and Statistics,19/SP,1/28/2019,2018,MATH-132-A,MATH,132,A,100,4.00,4.00,29,29,30,35,32,NH 259,MWTHF,1:30PM - 2:20PM,1/28/2019,5/16/2019,NH,259,1:30PM,13:30:00,2:20PM,14:20:00,M,,W,TH,F,"Calc for Mgt, Life, & Soc Sci",James Turner,Active,LEC
Mathematics and Statistics,18/SP,1/29/2018,2017,MATH-132-A,MATH,132,A,100,4.00,4.00,30,31,30,35,32,HC 204,MWTHF,9:00AM - 9:50AM,1/29/2018,5/17/2018,HC,204,9:00AM,09:00:00,9:50AM,09:50:00,M,,W,TH,F,"Calc for Mgt, Life, & Soc Sci",Michael Bolt,Active,LEC
Mathematics and Statistics,16/FA,9/6/2016,2016,MATH-156-A,MATH,156,A,100,4.00,4.00,34,35,30,,44,NH 276,MTWF,12:30PM - 1:20PM,9/6/2016,12/20/2016,NH,276,12:30PM,12:30:00,1:20PM,13:20:00,M,T,W,,F,Discrete Math for Computer Sci,Randall Pruim,Active,LEC
Mathematics and Statistics,15/FA,9/8/2015,2015,MATH-156-A,MATH,156,A,100,4.00,4.00,34,35,36,44,44,NH 276,MTWF,12:30PM - 1:20PM,9/8/2015,12/18/2015,NH,276,12:30PM,12:30:00,1:20PM,13:20:00,M,T,W,,F,Discrete Math for Computer Sci,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,18/FA,9/4/2018,2018,MATH-160-A,MATH,160,A,100,4.00,4.00,16,17,,20,32,NH 259,MTWF,10:30AM - 11:20AM,9/4/2018,12/18/2018,NH,259,10:30AM,10:30:00,11:20AM,11:20:00,M,T,W,,F,Calculus With DCM 1,Michael Bolt,Active,LEC
Mathematics and Statistics,17/FA,9/5/2017,2017,MATH-160-A,MATH,160,A,100,4.00,4.00,17,17,,20,18,NH 282,MTWF,10:30AM - 11:20AM,9/5/2017,12/19/2017,NH,282,10:30AM,10:30:00,11:20AM,11:20:00,M,T,W,,F,Calculus With DCM 1,Michael Bolt,Active,LEC
Mathematics and Statistics,18/FA,9/4/2018,2018,MATH-160-B,MATH,160,B,100,4.00,4.00,14,14,,20,32,NH 259,MTWF,11:30AM - 12:20PM,9/4/2018,12/18/2018,NH,259,11:30AM,11:30:00,12:20PM,12:20:00,M,T,W,,F,Calculus With DCM 1,Michael Bolt,Active,LEC
Mathematics and Statistics,17/FA,9/5/2017,2017,MATH-160-B,MATH,160,B,100,4.00,4.00,18,18,,20,18,NH 282,MTWF,11:30AM - 12:20PM,9/5/2017,12/19/2017,NH,282,11:30AM,11:30:00,12:20PM,12:20:00,M,T,W,,F,Calculus With DCM 1,Michael Bolt,Active,LEC
Mathematics and Statistics,19/IN,1/3/2019,2018,MATH-161-A,MATH,161,A,100,3.00,3.00,29,,,30,35,"NH 276
NH 253","MTWTHF
MTWTHF","8:30AM - 12:00PM
8:30AM - 12:00PM",1/3/2019,1/23/2019,"NH
NH","276
253","8:30AM
8:30AM","08:30:00
08:30:00","12:00PM
12:00PM","12:00:00
12:00:00","M
M","T
T","W
W","TH
TH","F
F",Calculus with DCM II,Michael Bolt,Active,LEC
Mathematics and Statistics,18/IN,1/3/2018,2017,MATH-161-A,MATH,161,A,100,3.00,3.00,32,,25,34,35,"NH 259
NH 253","MTWTHF
MTWTHF","8:30AM - 12:00PM
8:30AM - 12:00PM",1/3/2018,1/23/2018,"NH
NH","259
253","8:30AM
8:30AM","08:30:00
08:30:00","12:00PM
12:00PM","12:00:00
12:00:00","M
M","T
T","W
W","TH
TH","F
F",Calculus with DCM II,Michael Bolt,Active,LEC
Mathematics and Statistics,16/FA,9/6/2016,2016,MATH-169-A,MATH,169,A,100,4.00,4.00,33,34,35,,30,SB 382,MWTHF,9:00AM - 9:50AM,9/6/2016,12/20/2016,SB,382,9:00AM,09:00:00,9:50AM,09:50:00,M,,W,TH,F,Calculus & Elem Functions I,Benjamin Dekker,Active,LEC
Mathematics and Statistics,19/FA,9/3/2019,2019,MATH-169-A,MATH,169,A,100,4.00,4.00,16,18,30,30,32,NH 259,MTWF,9:00AM - 9:50AM,9/3/2019,12/17/2019,NH,259,9:00AM,09:00:00,9:50AM,09:50:00,M,T,W,,F,Calculus & Elem Functions I,John Ferdinands,Active,LEC
Mathematics and Statistics,18/FA,9/4/2018,2018,MATH-169-A,MATH,169,A,100,4.00,4.00,27,27,20,20,44,NH 276,MTWF,9:00AM - 9:50AM,9/4/2018,12/18/2018,NH,276,9:00AM,09:00:00,9:50AM,09:50:00,M,T,W,,F,Calculus & Elem Functions I,John Ferdinands,Active,LEC
Mathematics and Statistics,15/FA,9/8/2015,2015,MATH-169-A,MATH,169,A,100,4.00,4.00,36,36,37,37,37,HH 333,MWTHF,9:00AM - 9:50AM,9/8/2015,12/18/2015,HH,333,9:00AM,09:00:00,9:50AM,09:50:00,M,,W,TH,F,Elem Functions & Calculus I,Benjamin Dekker,Active,LEC
Mathematics and Statistics,17/FA,9/5/2017,2017,MATH-169-A,MATH,169,A,100,4.00,4.00,22,24,,20,44,NH 276,MWTHF,9:00AM - 9:50AM,9/5/2017,12/19/2017,NH,276,9:00AM,09:00:00,9:50AM,09:50:00,M,,W,TH,F,Calculus & Elem Functions I,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,16/IN,1/6/2016,2015,MATH-170-A,MATH,170,A,100,3.00,3.00,31,,40,45,45,"NH 295
NH 295","MTWTHF
MTWTHF","8:30AM - 12:00PM
2:00PM - 5:00PM",1/6/2016,1/26/2016,"NH
NH","295
295","8:30AM
2:00PM","08:30:00
14:00:00","12:00PM
5:00PM","12:00:00
17:00:00","M
M","T
T","W
W","TH
TH","F
F",Elem Functions & Calc II,Benjamin Dekker,Active,LEC
Mathematics and Statistics,19/IN,1/3/2019,2018,MATH-170-A,MATH,170,A,100,3.00,3.00,25,,30,32,35,"NH 259
NH 253","MTWTHF
MTWTHF","8:30AM - 12:00PM
2:00PM - 5:00PM",1/3/2019,1/23/2019,"NH
NH","259
253","8:30AM
2:00PM","08:30:00
14:00:00","12:00PM
5:00PM","12:00:00
17:00:00","M
M","T
T","W
W","TH
TH","F
F",Calculus & Elem Functions II,John Ferdinands,Active,LEC
Mathematics and Statistics,20/IN,1/8/2020,2019,MATH-170-A,MATH,170,A,100,3.00,3.00,13,,32,32,44,NH 276,MTWTHF,8:30AM - 5:00PM,1/8/2020,1/28/2020,NH,276,8:30AM,08:30:00,5:00PM,17:00:00,M,T,W,TH,F,Calculus & Elem Functions II,John Ferdinands,Active,LEC
Mathematics and Statistics,17/IN,1/4/2017,2016,MATH-170-A,MATH,170,A,100,3.00,3.00,24,,28,,44,"NH 276
NH 276","MTWTHF
MTWTHF","8:30AM - 12:00PM
2:00PM - 5:00PM",1/4/2017,1/24/2017,"NH
NH","276
276","8:30AM
2:00PM","08:30:00
14:00:00","12:00PM
5:00PM","12:00:00
17:00:00","M
M","T
T","W
W","TH
TH","F
F",Calculus & Elem Functions II,John Ferdinands,Active,LEC
Mathematics and Statistics,18/IN,1/3/2018,2017,MATH-170-A,MATH,170,A,100,3.00,3.00,16,,28,,48,"NH 165
NH 159","MTWTHF
MTWTHF","8:30AM - 12:00PM
2:00PM - 5:00PM",1/3/2018,1/23/2018,"NH
NH","165
159","8:30AM
2:00PM","08:30:00
14:00:00","12:00PM
5:00PM","12:00:00
17:00:00","M
M","T
T","W
W","TH
TH","F
F",Calculus & Elem Functions II,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,21/SP,2/1/2021,2020,MATH-171-A,MATH,171,A,100,4.00,4.00,0,,30,35,32,NH 259,MTWF,10:30AM - 11:20AM,2/1/2021,5/20/2021,NH,259,10:30AM,10:30:00,11:20AM,11:20:00,M,T,W,,F,Calculus I,Christopher Moseley,Active,LEC
Mathematics and Statistics,17/SP,1/30/2017,2016,MATH-171-A,MATH,171,A,100,4.00,4.00,30,31,30,35,45,NH 295,MTWF,12:30PM - 1:20PM,1/30/2017,5/18/2017,NH,295,12:30PM,12:30:00,1:20PM,13:20:00,M,T,W,,F,Calculus I,Nathan Sunukjian,Active,LEC
Mathematics and Statistics,20/FA,9/1/2020,2020,MATH-171-A,MATH,171,A,100,4.00,4.00,0,,30,35,32,NH 259,MTWF,10:30AM - 11:20AM,9/1/2020,12/17/2020,NH,259,10:30AM,10:30:00,11:20AM,11:20:00,M,T,W,,F,Calculus I,Christopher Moseley,Active,LEC
Mathematics and Statistics,16/SP,2/1/2016,2015,MATH-171-A,MATH,171,A,100,4.00,4.00,32,34,30,35,45,NH 295,MWTHF,12:30PM - 1:20PM,2/1/2016,5/19/2016,NH,295,12:30PM,12:30:00,1:20PM,13:20:00,M,,W,TH,F,Calculus I,Todd Kapitula,Active,LEC
Mathematics and Statistics,20/SP,2/3/2020,2019,MATH-171-A,MATH,171,A,100,4.00,4.00,33,34,30,35,44,NH 276,MTWF,11:30AM - 12:20PM,2/3/2020,5/21/2020,NH,276,11:30AM,11:30:00,12:20PM,12:20:00,M,T,W,,F,Calculus I,Nathan Sunukjian,Active,LEC
Mathematics and Statistics,16/FA,9/6/2016,2016,MATH-171-A,MATH,171,A,100,4.00,4.00,29,29,32,32,32,NH 251,MWTHF,10:30AM - 11:20AM,9/6/2016,12/20/2016,NH,251,10:30AM,10:30:00,11:20AM,11:20:00,M,,W,TH,F,Calculus I,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,19/SP,1/28/2019,2018,MATH-171-A,MATH,171,A,100,4.00,4.00,36,37,32,35,44,NH 276,MWTHF,11:30AM - 12:20PM,1/28/2019,5/16/2019,NH,276,11:30AM,11:30:00,12:20PM,12:20:00,M,,W,TH,F,Calculus I,James Turner,Active,LEC
Mathematics and Statistics,19/FA,9/3/2019,2019,MATH-171-A,MATH,171,A,100,4.00,4.00,29,30,32,32,44,NH 276,MTWF,10:30AM - 11:20AM,9/3/2019,12/17/2019,NH,276,10:30AM,10:30:00,11:20AM,11:20:00,M,T,W,,F,Calculus I,Michael Bolt,Active,LEC
Mathematics and Statistics,15/FA,9/8/2015,2015,MATH-171-A,MATH,171,A,100,4.00,4.00,27,28,32,32,32,NH 259,MWTHF,2:30PM - 3:20PM,9/8/2015,12/18/2015,NH,259,2:30PM,14:30:00,3:20PM,15:20:00,M,,W,TH,F,Calculus I,James Turner,Active,LEC
Mathematics and Statistics,18/SP,1/29/2018,2017,MATH-171-A,MATH,171,A,100,4.00,4.00,36,38,30,35,45,NH 295,MTWF,12:30PM - 1:20PM,1/29/2018,5/17/2018,NH,295,12:30PM,12:30:00,1:20PM,13:20:00,M,T,W,,F,Calculus I,Nathan Sunukjian,Active,LEC
Mathematics and Statistics,20/FA,9/1/2020,2020,MATH-171-B,MATH,171,B,100,4.00,4.00,0,,30,35,44,NH 276,MTWF,9:00AM - 9:50AM,9/1/2020,12/17/2020,NH,276,9:00AM,09:00:00,9:50AM,09:50:00,M,T,W,,F,Calculus I,Michael Bolt,Active,LEC
Mathematics and Statistics,16/FA,9/6/2016,2016,MATH-171-B,MATH,171,B,100,4.00,4.00,24,27,32,32,32,NH 251,MWTHF,11:30AM - 12:20PM,9/6/2016,12/20/2016,NH,251,11:30AM,11:30:00,12:20PM,12:20:00,M,,W,TH,F,Calculus I,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,19/FA,9/3/2019,2019,MATH-171-B,MATH,171,B,100,4.00,4.00,29,29,32,32,44,NH 276,MTWF,11:30AM - 12:20PM,9/3/2019,12/17/2019,NH,276,11:30AM,11:30:00,12:20PM,12:20:00,M,T,W,,F,Calculus I,Michael Bolt,Active,LEC
Mathematics and Statistics,15/FA,9/8/2015,2015,MATH-171-B,MATH,171,B,100,4.00,4.00,23,24,32,32,32,NH 259,MWTHF,1:30PM - 2:20PM,9/8/2015,12/18/2015,NH,259,1:30PM,13:30:00,2:20PM,14:20:00,M,,W,TH,F,Calculus I,James Turner,Active,LEC
Mathematics and Statistics,18/FA,9/4/2018,2018,MATH-171-B,MATH,171,B,100,4.00,4.00,33,34,,35,44,NH 276,MTWF,8:00AM - 8:50AM,9/4/2018,12/18/2018,NH,276,8:00AM,08:00:00,8:50AM,08:50:00,M,T,W,,F,Calculus I,Michael Bolt,Active,LEC
Mathematics and Statistics,20/FA,9/1/2020,2020,MATH-171-C,MATH,171,C,100,4.00,4.00,0,,30,35,45,NH 295,MTWF,11:30AM - 12:20PM,9/1/2020,12/17/2020,NH,295,11:30AM,11:30:00,12:20PM,12:20:00,M,T,W,,F,Calculus I,James Turner,Active,LEC
Mathematics and Statistics,16/FA,9/6/2016,2016,MATH-171-C,MATH,171,C,100,4.00,4.00,19,21,32,32,32,NH 259,MWTHF,1:30PM - 2:20PM,9/6/2016,12/20/2016,NH,259,1:30PM,13:30:00,2:20PM,14:20:00,M,,W,TH,F,Calculus I,James Turner,Active,LEC
Mathematics and Statistics,19/FA,9/3/2019,2019,MATH-171-C,MATH,171,C,100,4.00,4.00,25,29,32,32,45,NH 295,MTWF,12:30PM - 1:20PM,9/3/2019,12/17/2019,NH,295,12:30PM,12:30:00,1:20PM,13:20:00,M,T,W,,F,Calculus I,Christopher Moseley,Active,LEC
Mathematics and Statistics,18/FA,9/4/2018,2018,MATH-171-C,MATH,171,C,100,4.00,4.00,30,31,10,26,44,NH 276,MWTHF,1:30PM - 2:20PM,9/4/2018,12/18/2018,NH,276,1:30PM,13:30:00,2:20PM,14:20:00,M,,W,TH,F,Calculus I,Todd Kapitula,Active,LEC
Mathematics and Statistics,15/FA,9/8/2015,2015,MATH-171-C,MATH,171,C,100,4.00,4.00,30,30,32,32,32,NH 259,MWTHF,10:30AM - 11:20AM,9/8/2015,12/18/2015,NH,259,10:30AM,10:30:00,11:20AM,11:20:00,M,,W,TH,F,Calculus I,Thomas Jager,Active,LEC
Mathematics and Statistics,17/FA,9/5/2017,2017,MATH-171-C,MATH,171,C,100,4.00,4.00,36,36,10,26,44,NH 276,MWTHF,1:30PM - 2:20PM,9/5/2017,12/19/2017,NH,276,1:30PM,13:30:00,2:20PM,14:20:00,M,,W,TH,F,Calculus I,James Turner,Active,LEC
Mathematics and Statistics,20/FA,9/1/2020,2020,MATH-171-D,MATH,171,D,100,4.00,4.00,0,,30,35,32,NH 259,MTWF,1:30PM - 2:20PM,9/1/2020,12/17/2020,NH,259,1:30PM,13:30:00,2:20PM,14:20:00,M,T,W,,F,Calculus I,John Ferdinands,Active,LEC
Mathematics and Statistics,16/FA,9/6/2016,2016,MATH-171-D,MATH,171,D,100,4.00,4.00,20,21,32,32,32,NH 259,MWTHF,2:30PM - 3:20PM,9/6/2016,12/20/2016,NH,259,2:30PM,14:30:03,3:20PM,15:20:00,M,,W,TH,F,Calculus I,James Turner,Active,LEC
Mathematics and Statistics,19/FA,9/3/2019,2019,MATH-171-D,MATH,171,D,100,4.00,4.00,28,30,32,32,32,NH 259,MTWF,2:30PM - 3:20PM,9/3/2019,12/17/2019,NH,259,2:30PM,14:30:00,3:20PM,15:20:00,M,T,W,,F,Calculus I,Christopher Moseley,Active,LEC
Mathematics and Statistics,17/FA,9/5/2017,2017,MATH-171-D,MATH,171,D,100,4.00,4.00,36,38,10,26,44,NH 276,MWTHF,2:30PM - 3:20PM,9/5/2017,12/19/2017,NH,276,2:30PM,14:30:00,3:20PM,15:20:00,M,,W,TH,F,Calculus I,James Turner,Active,LEC
Mathematics and Statistics,18/FA,9/4/2018,2018,MATH-171-D,MATH,171,D,100,4.00,4.00,28,30,10,26,44,NH 276,MTWF,2:30PM - 3:20PM,9/4/2018,12/18/2018,NH,276,2:30PM,14:30:00,3:20PM,15:20:00,M,T,W,,F,Calculus I,Nathan Sunukjian,Active,LEC
Mathematics and Statistics,15/FA,9/8/2015,2015,MATH-171-D,MATH,171,D,100,4.00,4.00,29,29,32,32,32,NH 259,MWTHF,11:30AM - 12:20PM,9/8/2015,12/18/2015,NH,259,11:30AM,11:30:00,12:20PM,12:20:00,M,,W,TH,F,Calculus I,Thomas Jager,Active,LEC
Mathematics and Statistics,20/FA,9/1/2020,2020,MATH-171-E,MATH,171,E,100,4.00,4.00,0,,30,35,32,NH 259,MTWF,2:30PM - 3:20PM,9/1/2020,12/17/2020,NH,259,2:30PM,14:30:00,3:20PM,15:20:00,M,T,W,,F,Calculus I,Christopher Moseley,Active,LEC
Mathematics and Statistics,21/SP,2/1/2021,2020,MATH-172-A,MATH,172,A,100,4.00,4.00,0,,20,32,32,NH 259,MTWF,8:00AM - 8:50AM,2/1/2021,5/20/2021,NH,259,8:00AM,08:00:00,8:50AM,08:50:00,M,T,W,,F,Calculus II,Todd Kapitula,Active,LEC
Mathematics and Statistics,17/SP,1/30/2017,2016,MATH-172-A,MATH,172,A,100,4.00,4.00,22,22,28,32,32,NH 259,MTWF,8:00AM - 8:50AM,1/30/2017,5/18/2017,NH,259,8:00AM,08:00:00,8:50AM,08:50:00,M,T,W,,F,Calculus II,Nathan Sunukjian,Active,LEC
Mathematics and Statistics,20/FA,9/1/2020,2020,MATH-172-A,MATH,172,A,100,4.00,4.00,0,,20,32,44,NH 276,MTWF,8:00AM - 8:50AM,9/1/2020,12/17/2020,NH,276,8:00AM,08:00:00,8:50AM,08:50:00,M,T,W,,F,Calculus II,Michael Bolt,Active,LEC
Mathematics and Statistics,16/SP,2/1/2016,2015,MATH-172-A,MATH,172,A,100,4.00,4.00,26,23,28,32,32,NH 259,MTWF,8:00AM - 8:50AM,2/1/2016,5/19/2016,NH,259,8:00AM,08:00:00,8:50AM,08:50:00,M,T,W,,F,Calculus II,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,20/SP,2/3/2020,2019,MATH-172-A,MATH,172,A,100,4.00,4.00,33,33,32,32,32,NH 251,MTWF,10:30AM - 11:20AM,2/3/2020,5/21/2020,NH,251,10:30AM,10:30:00,11:20AM,11:20:00,M,T,W,,F,Calculus II,John Ferdinands,Active,LEC
Mathematics and Statistics,16/FA,9/6/2016,2016,MATH-172-A,MATH,172,A,100,4.00,4.00,27,30,32,32,44,NH 276,MTWF,9:00AM - 9:50AM,9/6/2016,12/20/2016,NH,276,9:00AM,09:00:00,9:50AM,09:50:00,M,T,W,,F,Calculus II,Christopher Moseley,Active,LEC
Mathematics and Statistics,19/SP,1/28/2019,2018,MATH-172-A,MATH,172,A,100,4.00,4.00,26,26,32,32,32,NH 259,MTWF,8:00AM - 8:50AM,1/28/2019,5/16/2019,NH,259,8:00AM,08:00:00,8:50AM,08:50:00,M,T,W,,F,Calculus II,John Ferdinands,Active,LEC
Mathematics and Statistics,19/FA,9/3/2019,2019,MATH-172-A,MATH,172,A,100,4.00,4.00,25,28,32,36,44,NH 276,MTWF,2:30PM - 3:20PM,9/3/2019,12/17/2019,NH,276,2:30PM,14:30:00,3:20PM,15:20:00,M,T,W,,F,Calculus II,Nathan Sunukjian,Active,LEC
Mathematics and Statistics,17/FA,9/5/2017,2017,MATH-172-A,MATH,172,A,100,4.00,4.00,36,38,10,36,44,NH 276,MTWF,8:00AM - 8:50AM,9/5/2017,12/19/2017,NH,276,8:00AM,08:00:00,8:50AM,08:50:00,M,T,W,,F,Calculus II,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,15/FA,9/8/2015,2015,MATH-172-A,MATH,172,A,100,4.00,4.00,29,31,32,32,44,NH 276,MTWF,8:00AM - 8:50AM,9/8/2015,12/18/2015,NH,276,8:00AM,08:00:00,8:50AM,08:50:00,M,T,W,,F,Calculus II,Michael Bolt,Active,LEC
Mathematics and Statistics,18/SP,1/29/2018,2017,MATH-172-A,MATH,172,A,100,4.00,4.00,23,24,28,32,32,NH 259,MTWF,8:00AM - 8:50AM,1/29/2018,5/17/2018,NH,259,8:00AM,08:00:00,8:50AM,08:50:00,M,T,W,,F,Calculus II,John Ferdinands,Active,LEC
Mathematics and Statistics,21/SP,2/1/2021,2020,MATH-172-B,MATH,172,B,100,4.00,4.00,0,,20,32,44,NH 276,MTWF,10:30AM - 11:20AM,2/1/2021,5/20/2021,NH,276,10:30AM,10:30:00,11:20AM,11:20:00,M,T,W,,F,Calculus II,James Turner,Active,LEC
Mathematics and Statistics,17/SP,1/30/2017,2016,MATH-172-B,MATH,172,B,100,4.00,4.00,24,25,28,32,32,NH 259,MWTHF,9:00AM - 9:50AM,1/30/2017,5/18/2017,NH,259,9:00AM,09:00:00,9:50AM,09:50:00,M,,W,TH,F,Calculus II,Michael Bolt,Active,LEC
Mathematics and Statistics,20/FA,9/1/2020,2020,MATH-172-B,MATH,172,B,100,4.00,4.00,0,,20,32,45,NH 295,MTWF,2:30PM - 3:20PM,9/1/2020,12/17/2020,NH,295,2:30PM,14:30:00,3:20PM,15:20:00,M,T,W,,F,Calculus II,John Ferdinands,Active,LEC
Mathematics and Statistics,16/SP,2/1/2016,2015,MATH-172-B,MATH,172,B,100,4.00,4.00,31,32,28,32,32,NH 259,MTWF,9:00AM - 9:50AM,2/1/2016,5/19/2016,NH,259,9:00AM,09:00:00,9:50AM,09:50:00,M,T,W,,F,Calculus II,Benjamin Dekker,Active,LEC
Mathematics and Statistics,20/SP,2/3/2020,2019,MATH-172-B,MATH,172,B,100,4.00,4.00,33,33,32,32,32,NH 259,MWTHF,9:00AM - 9:50AM,2/3/2020,5/21/2020,NH,259,9:00AM,09:00:00,9:50AM,09:50:00,M,,W,TH,F,Calculus II,Michael Bolt,Active,LEC
